code,caption_text
DCUiCeAsz3C,"The smog in Delhi is so thick it can be seen from space.

The Indian capital is currently experiencing pollution levels that are at least 30-35 times the safe limit recommended by the World Health Organization.

Every year, Delhi and northern states battle hazardous air during the winter months of October to January due to plummeting temperatures, smoke, dust, low wind speed, vehicular emissions and crop stubble burning.

And experts say it’s likely to get worse in the coming days.

Tap the link in @BBCNews’s bio to find out more about how the toxic smog is affecting people’s health.

(📷 Getty)

#India #BBCNews"
DCUe6dnM0Wt,"US President-elect Donald Trump has made his first appointments ahead of his return to the White House in January.

Trump must nominate leaders for 15 government agencies and other top administration jobs that require Senate confirmation, along with appointing senior staff.

Here's how the team for his new presidency is currently looking.

Tap the link in @BBCNews's bio to read more about the appointments.

#DonaldTrump #BBCNews"
DCUO5HIsSis,"If you liked it then you should have... done a course on it? 🎤 📚
 
A prestigious college in the US is offering a new course all about Beyoncé. 
 
Yale University said students will analyse her music, videos and concert films, reflecting on her influence between her 2013 self-titled album to her latest record Cowboy Carter. 
 
Tap the link in @BBCNews’s bio to find out how many nominations the singer has received for the next Grammy Awards. 
 
#Beyonce #US #BBCNews"
DCT_4b4sNAe,"Several airlines have cancelled flights to and from Bali due to dangerous ash clouds from a volcano.
 
Qantas, Jetstar, Virgin Australia, Cathay Pacific, IndiGo and AirAsia are airlines which have cancelled flights, as the ash from Mount Lewotobi Laki-laki made it unsafe to fly to the Indonesian holiday island.
 
The volcano spewed a 9km (6.2 miles) ash column into the sky over the weekend, one week after a major eruption killed 10 people.
 
Australia’s Bureau of Meteorology has also warned that the volcanic ash might drift to northern parts of the country.
 
Tap the link @BBCNews’s bio to find out what other activities in Indonesia have been affected by the volcanic ash.
 
(📷 EPA / Getty)
 
#Bali #BBCNews"
DCT1s42sjAP,"US President-elect Donald Trump has picked Elon Musk to lead a newly created Department of Government Efficiency (Doge) for his incoming administration. 
 
He announced that Vivek Ramaswamy, a biotech investor, will work with the SpaceX and Tesla founder on the project - whose acronym refers to Musk's favourite cryptocurrency Dogecoin - to “dismantle” bureaucracy. 
 
The pair will provide external advice to the White House on how to “drive large scale structural reform”, Trump said.
 
He added that the Doge initiative would help the administration ""dismantle Government Bureaucracy, slash excess regulations, cut wasteful expenditures and restructure Federal Agencies"".
 
Tap the link @BBCNews’s bio to read more about the role.

(📷 Getty)

#ElonMusk #Trump #BBCNews"
DCTvp_GMaNN,"The Kamala Harris campaign said it raised around one billion dollars in October, after less than three months of fundraising.

But it's still asking fore more donations. 

So where has all the money gone? Tap the link in @BBCNews's bio to find out.

#KamalaHarris #BBCNews"
DCSOKjUtPkY,"“Stop filming. You should leave now”.
 
A BBC reporter was pushed away from filming the aftermath of a deadly car attack in southern China.
 
At least 35 people were killed when an SUV ploughed into a crowd of people outside a sports complex in Zhuhai.
 
The attack is believed to be the deadliest known act of public violence in the country in decades.
 
At least 45 people - among them elderly people and children - were reportedly injured.
 
While reporting about the attack, BBC China correspondent Stephen McDonell was angrily ordered to stop filming.
 
Tap the link in @BBCNews’s bio to find out what has happened to the suspect.
 
#China #Zhuhai #BBCNews"
DCR3qXxNPNW,"Greta Thunberg has chosen not to attend the year’s most important climate talks held in Azerbaijan.
 
Speaking at a human rights protest in neighbouring Georgia, she called the choice of location “beyond absurd” for the COP29 talks in Baku.
 
It’s the third year in a row the climate activist has skipped the UN climate conference.
 
Writing in the Guardian newspaper, Greta also said that COPs “have proven to be greenwashing conferences that legitimise countries’ failures to ensure a liveable world and future”.
 
Meanwhile, executive secretary of UN Climate Change Simon Stiell said COPs were “the only place we have to address the rampant climate crisis"". 

The decision to host COP29 in Azerbaijan’s capital, Baku, has been criticised because of the country’s ties to gas and oil.
 
Tap the link in @BBCNews’s bio to follow live updates from COP29.
 
(📷 Getty)
 
#COP29 #GretaThunberg #BBCNews"
DCRzdlzs3fT,"Was this cat abused in a Thai TV drama to make it’s performance convincing?
 
That’s what a lot of concerned viewers of “The Empress of Ayodhaya” have questioned online.
 
The show’s director said the cat had been given medicines to send it to sleep with the supervision of experts, and has promised to take it in for a health check.
 
PETA, People for the Ethical Treatment of Animals, said “If you can’t make a TV show without risking the lives of animals, you’re in the wrong business.”
 
Tap the link in @BBCNews’s bio to find out why the cat was shown convulsing on the ground.
 
#Cat #Thailand #BBCNews"
DCRp_XSoruj,"The Archbishop of Canterbury, who is the leader of the Church of England, has resigned days after a damning report into a prolific child abuser associated with the Church.
 
The review found that Justin Welby, 68, had failed to act on reports of John Smyth's ""abhorrent"" abuse of boys and young men.
 
Smyth was a prominent barrister as well as a lay preacher - a member of the congregation who delivers sermons but is not ordained - who ran summer camps for young Christians. He was not brought to justice before his death in 2018.
 
In a statement Mr Welby said: ""Having sought the gracious permission of His Majesty The King, I have decided to resign as Archbishop of Canterbury.""
 
Tap the link in @BBCNews for the latest developments following the resignation.

(📷 PA/ Reuters)
 
#Religion #BBCNews"
DCRYdVro78o,"Megan Fox has announced she and US rapper Machine Gun Kelly are expecting their first child together.

The actor - who last year revealed that a previous pregnancy had ended in a miscarriage - posted a picture of a positive pregnancy test alongside a portrait, which showed her cradling a baby bump.

The pair have been dating since 2020.

Tap the link in @BBCNews’s bio to read more about their relationship.

(📷 Getty)

#MeganFox #MachineGunKelly #BBCNews"
DCRS2TroP2H,"People who work from home are saving their time commuting, and using it to stay in bed longer, new figures suggest.
 
Homeworkers in the UK get an average of 24 minutes extra ""sleep and rest"", according to the snapshot survey by the Office for National Statistics.
 
And, compared with people who work away from their homes, homeworkers also spend an additional 15 minutes on things such as exercise.
 
Tap the link in @BBCNews’s bio to find out which companies are planning to scale back hybrid working.
 
(📷 Getty)
 
#Work #BBCNews"
DCRMd1jsRpW,"The BBC has confirmed that Match of the Day host Gary Lineker is to step down from the flagship football show at the end of this season.

However, the corporation announced Gary Lineker will also host BBC Sport’s coverage of the 2026 World Cup and coverage of the FA Cup 2025/2026.
 
“I’m delighted to continue my long association with BBC Sport and would like to thank all those who made this happen,” Lineker said.
 
""The BBC and Gary Lineker have agreed in principle a contract extension through to the 2026 World Cup,"" the BBC said, while confirming his Match of the Day tenure was ending.

Tap the link in @BBCNews to find out who could be the next Match of the Day host.

(📷 Getty)

#BBCSport #BBCNews"
DCP6fD4uOpv,"Are you not entertained? 
 
Gladiator II, Ridley Scott’s highly anticipated sequel has been met with a mixed response from film critics.
 
""It isn’t quite as strong as its predecessor,"" wrote Robbie Collin for The Telegraph. ""But it is still the year’s most relentlessly entertaining blockbuster.""
 
The Hollywood Reporter wrote that the film delivers bigger, bolder action thanks to advances in digital technology.
 
There are ""heavily armed gladiators riding a charging rhinoceros"" and ""wounded men tumbling from boats into the jaws of ravenous sharks"" during the nautical battle staged in the flooded pit of the Colosseum.
 
Tap the link in @BBCNews’s bio to read more reviews of Gladiator II.
 
( 📷 Paramount/Getty Images) 
 
#Gladiator #PaulMescal #BBCNews"
